parameter,age_group,outcome,baseline_parameter_value,tested_lower,tested_upper,baseline_outcome_mean,minimum_level_mean,maximum_level_mean,low_level_outcome_mean,high_level_outcome_mean,low_to_high_outcome_change,outcome_mean_spread,relative_outcome_spread,outbreak_probability_spread_percentage_points,outbreak_probability_low_to_high_change_percentage_points,raw_variance_across_level_means,monte_carlo_variance_of_level_mean,noise_adjusted_parameter_variance,mean_within_level_stochastic_variance,oat_total_predictive_variance,oat_parameter_variance_fraction,oat_stochastic_variance_fraction,parameter_signal_to_mc_noise,isolated_variance_screening_share,relative_parameter_variance_share_percent,sensitivity_rank
sick_contact_multiplier,all ages combined,final_week_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,22.49,19.43,25.52,19.43,25.52,6.09,6.09,0.27078701645175635,,,4.327056689342402,0.09052768783068783,4.236529001511713,27.15830634920635,31.39483535071806,0.13494350119007123,0.8650564988099287,46.79815759168853,0.05421688029997711,5.421688029997711,5.0
sick_contact_multiplier,all ages combined,outbreak_indicator,0.6624609982687012,0.5299687986149609,0.7949531979224415,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
sick_contact_multiplier,all ages combined,peak_weekly_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,28.093333333333334,26.186666666666667,30.106666666666666,26.186666666666667,30.106666666666666,3.919999999999998,3.919999999999998,0.13953488372093018,,,1.8024566893424026,0.04486870899470899,1.7575879803476935,13.460612698412698,15.218200678760391,0.1154924959558924,0.8845075040441076,39.17179744473931,0.05007119863629442,5.007119863629442,7.0
sick_contact_multiplier,under_1,cumulative_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,13.743333333333334,12.21,15.036666666666667,12.21,15.036666666666667,2.826666666666666,2.826666666666666,0.20567547902013092,,,0.7421482993197276,0.049923126984126986,0.6922251723356005,14.976938095238095,15.669163267573696,0.04417754544482379,0.9558224545551762,13.865821597186669,0.060288497746366035,6.028849774636604,7.0
sick_contact_multiplier,under_1,final_week_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,2.183333333333333,1.7433333333333334,2.69,1.7433333333333334,2.69,0.9466666666666665,0.9466666666666665,0.433587786259542,,,0.0832521541950113,0.00746257671957672,0.07578957747543458,2.238773015873016,2.3145625933484504,0.03274466531742859,0.9672553346825714,10.155952873035709,0.06540981092556553,6.540981092556553,5.0
sick_contact_multiplier,under_1,outbreak_indicator,0.6624609982687012,0.5299687986149609,0.7949531979224415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_contact_multiplier,under_1,peak_weekly_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,4.33,3.966666666666667,4.65,3.966666666666667,4.65,0.6833333333333336,0.6833333333333336,0.15781370284834492,,,0.04751655328798189,0.005994306878306879,0.041522246409675015,1.7982920634920636,1.8398143099017386,0.02256871586779464,0.9774312841322054,6.926947060375256,0.05376001595699936,5.376001595699936,6.0
sick_mobility_multiplier,11_to_14,cumulative_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,7.16,7.066666666666666,7.236666666666666,7.066666666666666,7.23,0.163333333333334,0.16999999999999993,0.023743016759776525,,,0.003185487528344679,0.02591211111111111,0.0,7.773633333333334,7.773633333333334,0.0,1.0,0.0,0.0,0.0,13.0
sick_mobility_multiplier,11_to_14,final_week_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,1.2666666666666666,1.1533333333333333,1.31,1.1533333333333333,1.31,0.15666666666666673,0.15666666666666673,0.12368421052631584,,,0.0023233560090702974,0.004638592592592593,0.0,1.3915777777777778,1.3915777777777778,0.0,1.0,0.0,0.0,0.0,12.0
sick_mobility_multiplier,11_to_14,outbreak_indicator,0.139282771635052,0.11142621730804161,0.1671393259620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_mobility_multiplier,11_to_14,peak_weekly_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,2.6933333333333334,2.6533333333333333,2.743333333333333,2.6533333333333333,2.7,0.046666666666666856,0.08999999999999986,0.03341584158415836,,,0.000688435374149657,0.00337515873015873,0.0,1.012547619047619,1.012547619047619,0.0,1.0,0.0,0.0,0.0,12.0
sick_mobility_multiplier,15_to_24,cumulative_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,10.686666666666667,10.623333333333333,10.783333333333333,10.623333333333333,10.783333333333333,0.16000000000000014,0.16000000000000014,0.014971927635683106,,,0.0026412698412698263,0.03728036507936508,0.0,11.184109523809523,11.184109523809523,0.0,1.0,0.0,0.0,0.0,13.0
sick_mobility_multiplier,15_to_24,final_week_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,1.9466666666666668,1.8633333333333333,1.9566666666666668,1.8633333333333333,1.9133333333333333,0.050000000000000044,0.09333333333333349,0.047945205479452135,,,0.0008217687074829953,0.006879857142857142,0.0,2.063957142857143,2.063957142857143,0.0,1.0,0.0,0.0,0.0,11.0
sick_mobility_multiplier,15_to_24,outbreak_indicator,0.139282771635052,0.11142621730804161,0.1671393259620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_mobility_multiplier,15_to_24,peak_weekly_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,3.5366666666666666,3.5366666666666666,3.5866666666666664,3.5433333333333334,3.5866666666666664,0.043333333333333,0.04999999999999982,0.01413760603204519,,,0.0003102040816326509,0.004456873015873015,0.0,1.3370619047619046,1.3370619047619046,0.0,1.0,0.0,0.0,0.0,12.0
sick_mobility_multiplier,1_to_4,cumulative_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,15.04,14.796666666666667,15.2,14.796666666666667,15.2,0.40333333333333243,0.40333333333333243,0.026817375886524764,,,0.018882539682539622,0.050554693121693126,0.0,15.166407936507937,15.166407936507937,0.0,1.0,0.0,0.0,0.0,13.0
sick_mobility_multiplier,1_to_4,final_week_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,2.19,2.1666666666666665,2.2066666666666666,2.1766666666666667,2.19,0.013333333333333197,0.040000000000000036,0.018264840182648418,,,0.00013469387755102023,0.00711931746031746,0.0,2.135795238095238,2.135795238095238,0.0,1.0,0.0,0.0,0.0,14.0
sick_mobility_multiplier,1_to_4,outbreak_indicator,0.139282771635052,0.11142621730804161,0.1671393259620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_mobility_multiplier,1_to_4,peak_weekly_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,4.823333333333333,4.766666666666667,4.83,4.766666666666667,4.806666666666667,0.040000000000000036,0.06333333333333346,0.013130615065653103,,,0.0005473922902494332,0.006741640211640212,0.0,2.022492063492064,2.022492063492064,0.0,1.0,0.0,0.0,0.0,11.0
sick_mobility_multiplier,25_to_34,cumulative_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,16.313333333333333,16.263333333333332,16.313333333333333,16.313333333333333,16.263333333333332,-0.05000000000000071,0.05000000000000071,0.003064977523498205,,,0.0004058956916099911,0.0667747619047619,0.0,20.03242857142857,20.03242857142857,0.0,1.0,0.0,0.0,0.0,12.0
sick_mobility_multiplier,25_to_34,final_week_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,2.9,2.8933333333333335,2.97,2.9466666666666668,2.97,0.023333333333333428,0.07666666666666666,0.026436781609195402,,,0.0009981859410430846,0.010790084656084657,0.0,3.237025396825397,3.237025396825397,0.0,1.0,0.0,0.0,0.0,13.0
sick_mobility_multiplier,25_to_34,outbreak_indicator,0.139282771635052,0.11142621730804161,0.1671393259620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_mobility_multiplier,25_to_34,peak_weekly_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,4.973333333333334,4.93,5.02,4.956666666666667,5.003333333333333,0.04666666666666597,0.08999999999999986,0.01809651474530828,,,0.0007614512471655274,0.006746132275132273,0.0,2.023839682539682,2.023839682539682,0.0,1.0,0.0,0.0,0.0,13.0
sick_mobility_multiplier,35_and_over,cumulative_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,28.006666666666668,27.94,28.096666666666668,28.096666666666668,28.043333333333333,-0.053333333333334565,0.1566666666666663,0.005593906212806461,,,0.0023569160997732484,0.13886961904761908,0.0,41.66088571428572,41.66088571428572,0.0,1.0,0.0,0.0,0.0,12.0
sick_mobility_multiplier,35_and_over,final_week_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,5.0,5.0,5.1433333333333335,5.1433333333333335,5.013333333333334,-0.1299999999999999,0.14333333333333353,0.02866666666666671,,,0.0022911564625850383,0.019467835978835977,0.0,5.840350793650793,5.840350793650793,0.0,1.0,0.0,0.0,0.0,14.0
sick_mobility_multiplier,35_and_over,outbreak_indicator,0.139282771635052,0.11142621730804161,0.1671393259620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
sick_mobility_multiplier,35_and_over,peak_weekly_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,7.526666666666666,7.506666666666667,7.55,7.55,7.55,0.0,0.043333333333333,0.005757307351638575,,,0.000272562358276641,0.012873576719576719,0.0,3.8620730158730154,3.8620730158730154,0.0,1.0,0.0,0.0,0.0,11.0
sick_mobility_multiplier,5_to_10,cumulative_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,40.22,39.88333333333333,40.29666666666667,39.88333333333333,40.29666666666667,0.413333333333334,0.413333333333334,0.010276810873528941,,,0.019837188208616966,0.17145471957671954,0.0,51.43641587301586,51.43641587301586,0.0,1.0,0.0,0.0,0.0,14.0
sick_mobility_multiplier,5_to_10,final_week_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,7.003333333333333,6.89,7.003333333333333,6.89,6.986666666666666,0.09666666666666668,0.11333333333333329,0.016182770109471674,,,0.0016090702947845826,0.025533354497354496,0.0,7.660006349206348,7.660006349206348,0.0,1.0,0.0,0.0,0.0,13.0
sick_mobility_multiplier,5_to_10,outbreak_indicator,0.139282771635052,0.11142621730804161,0.1671393259620624,0.0033333333333333335,0.0033333333333333335,0.006666666666666667,0.0033333333333333335,0.0033333333333333335,0.0,0.0033333333333333335,1.0,0.33333333333333337,0.0,2.267573696145125e-06,1.4216931216931217e-05,0.0,0.004265079365079365,0.004265079365079365,0.0,1.0,0.0,0.0,0.0,10.0
sick_mobility_multiplier,5_to_10,peak_weekly_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,10.126666666666667,10.073333333333334,10.136666666666667,10.073333333333334,10.13,0.05666666666666664,0.06333333333333258,0.00625411454904535,,,0.00039274376417232983,0.013161502645502645,0.0,3.9484507936507933,3.9484507936507933,0.0,1.0,0.0,0.0,0.0,13.0
sick_mobility_multiplier,all ages combined,cumulative_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,131.17,130.51333333333332,131.44666666666666,130.51333333333332,131.44666666666666,0.9333333333333371,0.9333333333333371,0.007115448146171664,,,0.08919501133786775,0.6824131111111111,0.0,204.72393333333335,204.72393333333335,0.0,1.0,0.0,0.0,0.0,14.0
sick_mobility_multiplier,all ages combined,final_week_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,22.49,22.323333333333334,22.553333333333335,22.323333333333334,22.553333333333335,0.23000000000000043,0.23000000000000043,0.010226767452200998,,,0.005345124716553283,0.09205638624338625,0.0,27.616915873015873,27.616915873015873,0.0,1.0,0.0,0.0,0.0,14.0
sick_mobility_multiplier,all ages combined,outbreak_indicator,0.139282771635052,0.11142621730804161,0.1671393259620624,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
sick_mobility_multiplier,all ages combined,peak_weekly_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,28.093333333333334,28.023333333333333,28.186666666666667,28.063333333333333,28.186666666666667,0.12333333333333485,0.163333333333334,0.005813953488372116,,,0.002160997732426323,0.04475207936507937,0.0,13.425623809523811,13.425623809523811,0.0,1.0,0.0,0.0,0.0,13.0
sick_mobility_multiplier,under_1,cumulative_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,13.743333333333334,13.606666666666667,13.746666666666666,13.733333333333333,13.63,-0.10333333333333172,0.1399999999999988,0.010186757215619607,,,0.003014965986394507,0.05236671428571429,0.0,15.710014285714285,15.710014285714285,0.0,1.0,0.0,0.0,0.0,12.0
sick_mobility_multiplier,under_1,final_week_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,2.183333333333333,2.15,2.21,2.15,2.17,0.020000000000000018,0.06000000000000005,0.027480916030534378,,,0.0005292517006802729,0.007615185185185187,0.0,2.284555555555556,2.284555555555556,0.0,1.0,0.0,0.0,0.0,13.0
sick_mobility_multiplier,under_1,outbreak_indicator,0.139282771635052,0.11142621730804161,0.1671393259620624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_mobility_multiplier,under_1,peak_weekly_cases,0.139282771635052,0.11142621730804161,0.1671393259620624,4.33,4.29,4.333333333333333,4.303333333333334,4.293333333333333,-0.010000000000000675,0.043333333333333,0.010007698229407159,,,0.0002471655328798172,0.005889179894179895,0.0,1.7667539682539684,1.7667539682539684,0.0,1.0,0.0,0.0,0.0,12.0
sigma,11_to_14,cumulative_cases,0.09,0.072,0.108,7.16,6.46,8.046666666666667,6.46,8.046666666666667,1.586666666666667,1.586666666666667,0.22160148975791435,,,0.3179473922902495,0.02544978306878307,0.2924976092214664,7.634934920634921,7.927432529856387,0.03689689040176104,0.963103109598239,11.493127797236376,0.14510527183335967,14.510527183335967,2.0
sigma,11_to_14,final_week_cases,0.09,0.072,0.108,1.2666666666666666,0.92,1.56,0.92,1.56,0.64,0.64,0.5052631578947369,,,0.04775192743764173,0.004139862433862434,0.043612065003779295,1.2419587301587303,1.2855707951625095,0.033924281080347875,0.9660757189196522,10.534665269804592,0.16837876231448598,16.837876231448597,1.0
sigma,11_to_14,outbreak_indicator,0.09,0.072,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sigma,11_to_14,peak_weekly_cases,0.09,0.072,0.108,2.6933333333333334,2.4566666666666666,2.8633333333333333,2.47,2.8466666666666667,0.3766666666666665,0.40666666666666673,0.150990099009901,,,0.023542403628117905,0.0032369259259259256,0.02030547770219198,0.9710777777777777,0.9913832554799696,0.020481965566748712,0.9795180344332514,6.273074567309902,0.14360612257630065,14.360612257630065,2.0
sigma,15_to_24,cumulative_cases,0.09,0.072,0.108,10.686666666666667,9.506666666666666,11.83,9.506666666666666,11.83,2.323333333333334,2.323333333333334,0.21740486587648167,,,0.6200126984126986,0.036964894179894174,0.5830478042328044,11.089468253968253,11.672516058201058,0.04995048208335148,0.9500495179166485,15.77301429284042,0.11921132662500179,11.92113266250018,3.0
sigma,15_to_24,final_week_cases,0.09,0.072,0.108,1.9466666666666668,1.43,2.1666666666666665,1.43,2.1666666666666665,0.7366666666666666,0.7366666666666666,0.37842465753424653,,,0.05240634920634919,0.006522862433862434,0.045883486772486756,1.9568587301587301,2.002742216931217,0.02291033083768194,0.977089669162318,7.034256392452754,0.15697339881863795,15.697339881863796,2.0
sigma,15_to_24,outbreak_indicator,0.09,0.072,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sigma,15_to_24,peak_weekly_cases,0.09,0.072,0.108,3.5366666666666666,3.27,3.8933333333333335,3.27,3.8933333333333335,0.6233333333333335,0.6233333333333335,0.17624882186616406,,,0.03920634920634924,0.0045767830687830705,0.03462956613756617,1.373034920634921,1.4076644867724872,0.02460072443609437,0.9753992755639056,7.566355148830309,0.12091233680962096,12.091233680962096,2.0
sigma,1_to_4,cumulative_cases,0.09,0.072,0.108,15.04,13.05,16.866666666666667,13.05,16.866666666666667,3.8166666666666664,3.8166666666666664,0.2537677304964539,,,1.6406022675736962,0.052188910052910056,1.5884133575207862,15.656673015873016,17.245086373393804,0.09210817059005481,0.9078918294099452,30.435840792812574,0.15662242048590283,15.662242048590283,2.0
sigma,1_to_4,final_week_cases,0.09,0.072,0.108,2.19,1.5666666666666667,2.83,1.5666666666666667,2.83,1.2633333333333334,1.2633333333333334,0.5768645357686454,,,0.15748526077097505,0.007366280423280425,0.15011898034769464,2.2098841269841274,2.360003107331822,0.06360965368279388,0.9363903463172062,20.379210635704005,0.2086081422640872,20.86081422640872,1.0
sigma,1_to_4,outbreak_indicator,0.09,0.072,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sigma,1_to_4,peak_weekly_cases,0.09,0.072,0.108,4.823333333333333,4.403333333333333,5.12,4.403333333333333,5.12,0.7166666666666668,0.7166666666666668,0.1485832757429164,,,0.05222176870748298,0.006795296296296297,0.04542647241118668,2.038588888888889,2.0840153613000756,0.021797570811977213,0.9782024291880228,6.684987737171356,0.141369442274909,14.1369442274909,2.0
sigma,25_to_34,cumulative_cases,0.09,0.072,0.108,16.313333333333333,14.356666666666667,18.046666666666667,14.356666666666667,18.046666666666667,3.6899999999999995,3.6899999999999995,0.22619534123416427,,,1.412895238095238,0.06852797883597883,1.344367259259259,20.55839365079365,21.90276091005291,0.06137889486992586,0.9386211051300742,19.61778651719747,0.12548112189367847,12.548112189367847,2.0
sigma,25_to_34,final_week_cases,0.09,0.072,0.108,2.9,2.3366666666666664,3.3633333333333333,2.3366666666666664,3.3633333333333333,1.0266666666666668,1.0266666666666668,0.3540229885057472,,,0.10599002267573701,0.011027640211640212,0.0949623824640968,3.308292063492064,3.4032544459561604,0.027903403630878582,0.9720965963691215,8.611305831673704,0.12562876787382246,12.562876787382246,3.0
sigma,25_to_34,outbreak_indicator,0.09,0.072,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sigma,25_to_34,peak_weekly_cases,0.09,0.072,0.108,4.973333333333334,4.41,5.4366666666666665,4.41,5.4366666666666665,1.0266666666666664,1.0266666666666664,0.20643431635388734,,,0.10539954648526072,0.0068815291005291015,0.09851801738473162,2.0644587301587305,2.1629767475434623,0.045547423242815986,0.954452576757184,14.316297431214357,0.1421122003126617,14.21122003126617,2.0
sigma,35_and_over,cumulative_cases,0.09,0.072,0.108,28.006666666666668,25.35333333333333,30.046666666666667,25.35333333333333,30.046666666666667,4.693333333333335,4.693333333333335,0.16757914782194722,,,2.295707482993198,0.12994953439153442,2.1657579486016636,38.984860317460324,41.15061826606199,0.05263002209587266,0.9473699779041272,16.666146275494096,0.10069463491806241,10.069463491806241,5.0
sigma,35_and_over,final_week_cases,0.09,0.072,0.108,5.0,4.3566666666666665,5.886666666666667,4.3566666666666665,5.886666666666667,1.5300000000000002,1.5300000000000002,0.30600000000000005,,,0.24381859410430845,0.019063772486772483,0.22475482161753596,5.719131746031745,5.9438865676492805,0.037812770997482745,0.9621872290025173,11.789629873808213,0.131226474249721,13.1226474249721,3.0
sigma,35_and_over,outbreak_indicator,0.09,0.072,0.108,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,3333333333.3333335,0.33333333333333337,0.33333333333333337,2.7210884353741494e-06,6.3280423280423275e-06,0.0,0.0018984126984126983,0.0018984126984126983,0.0,1.0,0.0,0.0,0.0,2.0
sigma,35_and_over,peak_weekly_cases,0.09,0.072,0.108,7.526666666666666,7.0,8.316666666666666,7.0,8.316666666666666,1.3166666666666664,1.3166666666666664,0.174933569530558,,,0.16790748299319716,0.012821317460317458,0.1550861655328797,3.8463952380952375,4.001481403628118,0.038757187623629605,0.9612428123763703,12.095961745965516,0.13008506007134804,13.008506007134804,3.0
