parameter,age_group,outcome,baseline_parameter_value,tested_lower,tested_upper,baseline_outcome_mean,minimum_level_mean,maximum_level_mean,low_level_outcome_mean,high_level_outcome_mean,low_to_high_outcome_change,outcome_mean_spread,relative_outcome_spread,outbreak_probability_spread_percentage_points,outbreak_probability_low_to_high_change_percentage_points,raw_variance_across_level_means,monte_carlo_variance_of_level_mean,noise_adjusted_parameter_variance,mean_within_level_stochastic_variance,oat_total_predictive_variance,oat_parameter_variance_fraction,oat_stochastic_variance_fraction,parameter_signal_to_mc_noise,isolated_variance_screening_share,relative_parameter_variance_share_percent,sensitivity_rank
seed_infections_per_week,25_to_34,cumulative_cases,5.219499270486237,4.175599416388989,6.263399124583485,16.313333333333333,14.953333333333333,16.833333333333332,14.953333333333333,16.833333333333332,1.879999999999999,1.879999999999999,0.1152431548835308,,,0.37582176870748246,0.05815378835978836,0.3176679803476941,17.446136507936508,17.7638044882842,0.017882879793976923,0.9821171202060232,5.462550064362655,0.029650628791488935,2.9650628791488933,9.0
seed_infections_per_week,25_to_34,final_week_cases,5.219499270486237,4.175599416388989,6.263399124583485,2.9,2.466666666666667,2.933333333333333,2.5933333333333333,2.933333333333333,0.33999999999999986,0.46666666666666634,0.16091954022988494,,,0.028091156462585008,0.009320629629629628,0.01877052683295538,2.7961888888888886,2.814959415721844,0.0066681340868077945,0.9933318659131922,2.0138689743968787,0.024832129282963813,2.4832129282963815,8.0
seed_infections_per_week,25_to_34,outbreak_indicator,5.219499270486237,4.175599416388989,6.263399124583485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seed_infections_per_week,25_to_34,peak_weekly_cases,5.219499270486237,4.175599416388989,6.263399124583485,4.973333333333334,4.593333333333334,5.11,4.593333333333334,5.11,0.5166666666666666,0.5166666666666666,0.10388739946380696,,,0.023072108843537407,0.006433825396825396,0.01663828344671201,1.9301476190476188,1.9467859024943308,0.008546539927885297,0.9914534600721147,2.5860638765425215,0.02400071715617404,2.400071715617404,9.0
seed_infections_per_week,35_and_over,cumulative_cases,5.219499270486237,4.175599416388989,6.263399124583485,28.006666666666668,25.553333333333335,29.683333333333334,25.553333333333335,29.19,3.6366666666666667,4.129999999999999,0.14746488931206853,,,2.1905387755102046,0.1198659523809524,2.0706728231292524,35.95978571428572,38.03045853741497,0.054447748009456454,0.9455522519905436,17.274904024024572,0.09627375214962354,9.627375214962354,6.0
seed_infections_per_week,35_and_over,final_week_cases,5.219499270486237,4.175599416388989,6.263399124583485,5.0,4.316666666666666,5.596666666666667,4.493333333333333,5.32,0.8266666666666671,1.2800000000000002,0.25600000000000006,,,0.1728598639455783,0.017958629629629633,0.15490123431594868,5.38758888888889,5.542490123204838,0.027947949544812185,0.9720520504551878,8.625448461857012,0.09044140939855977,9.044140939855977,5.0
seed_infections_per_week,35_and_over,outbreak_indicator,5.219499270486237,4.175599416388989,6.263399124583485,0.0,0.0,0.0033333333333333335,0.0,0.0033333333333333335,0.0033333333333333335,0.0033333333333333335,3333333333.3333335,0.33333333333333337,0.33333333333333337,1.3605442176870747e-06,1.5820105820105815e-06,0.0,0.00047460317460317446,0.00047460317460317446,0.0,1.0,0.0,0.0,0.0,2.0
seed_infections_per_week,35_and_over,peak_weekly_cases,5.219499270486237,4.175599416388989,6.263399124583485,7.526666666666666,6.996666666666667,8.006666666666666,6.996666666666667,7.8933333333333335,0.8966666666666665,1.009999999999999,0.13418954827280766,,,0.12505396825396814,0.011386608465608466,0.11366735978835968,3.4159825396825396,3.529649899470899,0.03220357911570738,0.9677964208842926,9.982547492668672,0.09534329045671994,9.534329045671994,5.0
seed_infections_per_week,5_to_10,cumulative_cases,5.219499270486237,4.175599416388989,6.263399124583485,40.22,39.14666666666667,40.50333333333333,39.14666666666667,40.28333333333333,1.1366666666666632,1.356666666666662,0.03373114536714724,,,0.20241405895691494,0.17546655555555557,0.026947503401359374,52.63996666666667,52.66691417006803,0.00051165905248108,0.9994883409475189,0.1535762944456236,0.0002016941756804577,0.02016941756804577,13.0
seed_infections_per_week,5_to_10,final_week_cases,5.219499270486237,4.175599416388989,6.263399124583485,7.003333333333333,6.513333333333334,7.003333333333333,6.513333333333334,6.846666666666667,0.33333333333333304,0.4899999999999993,0.06996668253212747,,,0.024583219954648492,0.027030058201058194,0.0,8.109017460317459,8.109017460317459,0.0,1.0,0.0,0.0,0.0,13.0
seed_infections_per_week,5_to_10,outbreak_indicator,5.219499270486237,4.175599416388989,6.263399124583485,0.0033333333333333335,0.0033333333333333335,0.016666666666666666,0.006666666666666667,0.013333333333333334,0.006666666666666667,0.013333333333333332,3.9999999999999996,1.3333333333333333,0.6666666666666667,2.131519274376417e-05,3.6037037037037046e-05,0.0,0.010811111111111113,0.010811111111111113,0.0,1.0,0.0,0.0,0.0,10.0
seed_infections_per_week,5_to_10,peak_weekly_cases,5.219499270486237,4.175599416388989,6.263399124583485,10.126666666666667,9.943333333333333,10.33,9.943333333333333,10.146666666666667,0.20333333333333314,0.3866666666666667,0.03818301514154049,,,0.01265396825396824,0.014835640211640211,0.0,4.450692063492063,4.450692063492063,0.0,1.0,0.0,0.0,0.0,13.0
seed_infections_per_week,all ages combined,cumulative_cases,5.219499270486237,4.175599416388989,6.263399124583485,131.17,124.40666666666667,133.14666666666668,124.40666666666667,133.14666666666668,8.740000000000009,8.740000000000009,0.06663108942593589,,,9.58783764172336,0.6144585449735449,8.973379096749815,184.33756349206348,193.3109425888133,0.04641940583693111,0.9535805941630688,14.6037176472762,0.01009607750106402,1.009607750106402,11.0
seed_infections_per_week,all ages combined,final_week_cases,5.219499270486237,4.175599416388989,6.263399124583485,22.49,20.196666666666665,22.67,20.733333333333334,22.553333333333335,1.8200000000000003,2.4733333333333363,0.10997480361642226,,,0.7883138321995471,0.08633530687830687,0.7019785253212403,25.900592063492063,26.602570588813304,0.0263876200601618,0.9736123799398382,8.130839522128618,0.008983553674934263,0.8983553674934263,12.0
seed_infections_per_week,all ages combined,outbreak_indicator,5.219499270486237,4.175599416388989,6.263399124583485,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
seed_infections_per_week,all ages combined,peak_weekly_cases,5.219499270486237,4.175599416388989,6.263399124583485,28.093333333333334,26.68,28.613333333333333,26.68,28.613333333333333,1.9333333333333336,1.9333333333333336,0.06881822496440437,,,0.4394870748299321,0.0447788253968254,0.3947082494331067,13.433647619047619,13.828355868480726,0.02854339685694478,0.9714566031430553,8.814618202582187,0.011244680426660306,1.1244680426660305,11.0
seed_infections_per_week,under_1,cumulative_cases,5.219499270486237,4.175599416388989,6.263399124583485,13.743333333333334,13.196666666666667,13.896666666666667,13.526666666666667,13.676666666666666,0.14999999999999858,0.6999999999999993,0.05093378607809842,,,0.04096190476190468,0.04888362962962963,0.0,14.665088888888889,14.665088888888889,0.0,1.0,0.0,0.0,0.0,12.0
seed_infections_per_week,under_1,final_week_cases,5.219499270486237,4.175599416388989,6.263399124583485,2.183333333333333,2.0,2.243333333333333,2.183333333333333,2.243333333333333,0.06000000000000005,0.24333333333333318,0.11145038167938925,,,0.00768480725623581,0.007105222222222222,0.0005795850340135876,2.1315666666666666,2.1321462517006804,0.0002718317439768912,0.9997281682560231,0.08157169696971381,0.0005002079276982914,0.05002079276982914,12.0
seed_infections_per_week,under_1,outbreak_indicator,5.219499270486237,4.175599416388989,6.263399124583485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
seed_infections_per_week,under_1,peak_weekly_cases,5.219499270486237,4.175599416388989,6.263399124583485,4.33,4.236666666666666,4.44,4.303333333333334,4.27,-0.0333333333333341,0.20333333333333403,0.04695919938414181,,,0.0038712018140589876,0.005432825396825397,0.0,1.629847619047619,1.629847619047619,0.0,1.0,0.0,0.0,0.0,12.0
sh_noise_multiplier,11_to_14,cumulative_cases,1.0,0.8,1.0,7.16,7.116666666666666,7.163333333333333,7.163333333333333,7.16,-0.0033333333333329662,0.046666666666666856,0.006517690875232801,,,0.00024580498866213455,0.02578194708994709,0.0,7.734584126984127,7.734584126984127,0.0,1.0,0.0,0.0,0.0,13.0
sh_noise_multiplier,11_to_14,final_week_cases,1.0,0.8,1.0,1.2666666666666666,1.2333333333333334,1.2733333333333334,1.26,1.2666666666666666,0.006666666666666599,0.040000000000000036,0.03157894736842108,,,0.00013560090702947842,0.00451237037037037,0.0,1.3537111111111109,1.3537111111111109,0.0,1.0,0.0,0.0,0.0,12.0
sh_noise_multiplier,11_to_14,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sh_noise_multiplier,11_to_14,peak_weekly_cases,1.0,0.8,1.0,2.6933333333333334,2.683333333333333,2.703333333333333,2.69,2.6933333333333334,0.0033333333333334103,0.020000000000000018,0.007425742574257432,,,3.809523809523858e-05,0.003483216931216931,0.0,1.0449650793650793,1.0449650793650793,0.0,1.0,0.0,0.0,0.0,12.0
sh_noise_multiplier,15_to_24,cumulative_cases,1.0,0.8,1.0,10.686666666666667,10.663333333333334,10.813333333333333,10.76,10.686666666666667,-0.07333333333333236,0.14999999999999858,0.014036182158452766,,,0.002358276643990887,0.03797752380952381,0.0,11.393257142857143,11.393257142857143,0.0,1.0,0.0,0.0,0.0,13.0
sh_noise_multiplier,15_to_24,final_week_cases,1.0,0.8,1.0,1.9466666666666668,1.8233333333333333,1.9466666666666668,1.8466666666666667,1.9466666666666668,0.10000000000000009,0.12333333333333352,0.06335616438356173,,,0.001580498866213155,0.0071555026455026455,0.0,2.1466507936507937,2.1466507936507937,0.0,1.0,0.0,0.0,0.0,11.0
sh_noise_multiplier,15_to_24,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sh_noise_multiplier,15_to_24,peak_weekly_cases,1.0,0.8,1.0,3.5366666666666666,3.5366666666666666,3.6066666666666665,3.59,3.5366666666666666,-0.05333333333333323,0.06999999999999984,0.01979264844486329,,,0.0005705215419501112,0.0046027989417989435,0.0,1.380839682539683,1.380839682539683,0.0,1.0,0.0,0.0,0.0,12.0
sh_noise_multiplier,1_to_4,cumulative_cases,1.0,0.8,1.0,15.04,14.93,15.076666666666666,14.93,15.04,0.10999999999999943,0.1466666666666665,0.00975177304964538,,,0.0019111111111110928,0.05254150264550265,0.0,15.762450793650794,15.762450793650794,0.0,1.0,0.0,0.0,0.0,13.0
sh_noise_multiplier,1_to_4,final_week_cases,1.0,0.8,1.0,2.19,2.1133333333333333,2.19,2.1133333333333333,2.19,0.07666666666666666,0.07666666666666666,0.0350076103500761,,,0.0006349206349206322,0.007384322751322752,0.0,2.2152968253968255,2.2152968253968255,0.0,1.0,0.0,0.0,0.0,14.0
sh_noise_multiplier,1_to_4,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sh_noise_multiplier,1_to_4,peak_weekly_cases,1.0,0.8,1.0,4.823333333333333,4.803333333333334,4.823333333333333,4.8133333333333335,4.823333333333333,0.009999999999999787,0.019999999999999574,0.004146510020732462,,,5.623582766439747e-05,0.006777714285714288,0.0,2.0333142857142863,2.0333142857142863,0.0,1.0,0.0,0.0,0.0,11.0
sh_noise_multiplier,25_to_34,cumulative_cases,1.0,0.8,1.0,16.313333333333333,16.223333333333333,16.346666666666668,16.253333333333334,16.313333333333333,0.05999999999999872,0.12333333333333485,0.007560277891295557,,,0.0017990929705215494,0.06699738624338625,0.0,20.099215873015876,20.099215873015876,0.0,1.0,0.0,0.0,0.0,12.0
sh_noise_multiplier,25_to_34,final_week_cases,1.0,0.8,1.0,2.9,2.8933333333333335,2.95,2.95,2.9,-0.050000000000000266,0.05666666666666664,0.019540229885057464,,,0.00035782312925170245,0.010971423280423283,0.0,3.2914269841269848,3.2914269841269848,0.0,1.0,0.0,0.0,0.0,13.0
sh_noise_multiplier,25_to_34,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sh_noise_multiplier,25_to_34,peak_weekly_cases,1.0,0.8,1.0,4.973333333333334,4.963333333333333,5.006666666666667,4.976666666666667,4.973333333333334,-0.0033333333333329662,0.04333333333333389,0.008713136729222632,,,0.0001823129251700709,0.006985714285714287,0.0,2.095714285714286,2.095714285714286,0.0,1.0,0.0,0.0,0.0,13.0
sh_noise_multiplier,35_and_over,cumulative_cases,1.0,0.8,1.0,28.006666666666668,28.006666666666668,28.2,28.08,28.006666666666668,-0.07333333333333059,0.19333333333333158,0.006903118305165374,,,0.005283900226757341,0.1394987671957672,0.0,41.849630158730164,41.849630158730164,0.0,1.0,0.0,0.0,0.0,12.0
sh_noise_multiplier,35_and_over,final_week_cases,1.0,0.8,1.0,5.0,4.996666666666667,5.14,4.996666666666667,5.0,0.0033333333333329662,0.14333333333333265,0.028666666666666528,,,0.0036090702947845716,0.02046620105820106,0.0,6.139860317460317,6.139860317460317,0.0,1.0,0.0,0.0,0.0,14.0
sh_noise_multiplier,35_and_over,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
sh_noise_multiplier,35_and_over,peak_weekly_cases,1.0,0.8,1.0,7.526666666666666,7.526666666666666,7.58,7.553333333333334,7.526666666666666,-0.026666666666667282,0.05333333333333368,0.007085916740478346,,,0.00024897959183673644,0.012669238095238096,0.0,3.800771428571429,3.800771428571429,0.0,1.0,0.0,0.0,0.0,11.0
sh_noise_multiplier,5_to_10,cumulative_cases,1.0,0.8,1.0,40.22,40.02,40.22,40.02,40.22,0.19999999999999574,0.19999999999999574,0.00497265042267518,,,0.003792743764172202,0.16579193121693125,0.0,49.73757936507938,49.73757936507938,0.0,1.0,0.0,0.0,0.0,14.0
sh_noise_multiplier,5_to_10,final_week_cases,1.0,0.8,1.0,7.003333333333333,6.95,7.026666666666666,6.973333333333334,7.003333333333333,0.02999999999999936,0.07666666666666622,0.010947168015230779,,,0.0005206349206349134,0.026004021164021163,0.0,7.801206349206349,7.801206349206349,0.0,1.0,0.0,0.0,0.0,13.0
sh_noise_multiplier,5_to_10,outbreak_indicator,1.0,0.8,1.0,0.0033333333333333335,0.0033333333333333335,0.01,0.006666666666666667,0.0033333333333333335,-0.0033333333333333335,0.006666666666666666,1.9999999999999998,0.6666666666666666,-0.33333333333333337,8.616780045351474e-06,1.891005291005291e-05,0.0,0.005673015873015872,0.005673015873015872,0.0,1.0,0.0,0.0,0.0,10.0
sh_noise_multiplier,5_to_10,peak_weekly_cases,1.0,0.8,1.0,10.126666666666667,10.07,10.133333333333333,10.07,10.126666666666667,0.05666666666666664,0.06333333333333258,0.00625411454904535,,,0.00045623582766439214,0.012902285714285712,0.0,3.8706857142857136,3.8706857142857136,0.0,1.0,0.0,0.0,0.0,13.0
sh_noise_multiplier,all ages combined,cumulative_cases,1.0,0.8,1.0,131.17,130.76333333333332,131.17666666666668,130.76333333333332,131.17,0.4066666666666663,0.4133333333333553,0.0031511270361618917,,,0.018764172335601896,0.6795032962962964,0.0,203.8509888888889,203.8509888888889,0.0,1.0,0.0,0.0,0.0,14.0
sh_noise_multiplier,all ages combined,final_week_cases,1.0,0.8,1.0,22.49,22.266666666666666,22.49,22.266666666666666,22.49,0.22333333333333272,0.22333333333333272,0.00993033941010817,,,0.005827664399092956,0.09362557142857143,0.0,28.08767142857143,28.08767142857143,0.0,1.0,0.0,0.0,0.0,14.0
sh_noise_multiplier,all ages combined,outbreak_indicator,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
sh_noise_multiplier,all ages combined,peak_weekly_cases,1.0,0.8,1.0,28.093333333333334,28.06,28.126666666666665,28.063333333333333,28.093333333333334,0.030000000000001137,0.06666666666666643,0.0023730422401518664,,,0.0005015873015873061,0.0454878783068783,0.0,13.646363492063491,13.646363492063491,0.0,1.0,0.0,0.0,0.0,13.0
sh_noise_multiplier,under_1,cumulative_cases,1.0,0.8,1.0,13.743333333333334,13.556666666666667,13.743333333333334,13.556666666666667,13.743333333333334,0.18666666666666742,0.18666666666666742,0.013582342954159646,,,0.002888435374149675,0.05002369841269841,0.0,15.007109523809522,15.007109523809522,0.0,1.0,0.0,0.0,0.0,12.0
sh_noise_multiplier,under_1,final_week_cases,1.0,0.8,1.0,2.183333333333333,2.1266666666666665,2.183333333333333,2.1266666666666665,2.183333333333333,0.05666666666666664,0.05666666666666664,0.025954198473282435,,,0.0002662131519274362,0.007270449735449735,0.0,2.1811349206349204,2.1811349206349204,0.0,1.0,0.0,0.0,0.0,13.0
sh_noise_multiplier,under_1,outbreak_indicator,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sh_noise_multiplier,under_1,peak_weekly_cases,1.0,0.8,1.0,4.33,4.253333333333333,4.33,4.253333333333333,4.33,0.0766666666666671,0.0766666666666671,0.01770592763664367,,,0.0005292517006802776,0.005801788359788359,0.0,1.7405365079365078,1.7405365079365078,0.0,1.0,0.0,0.0,0.0,12.0
sick_contact_multiplier,11_to_14,cumulative_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,7.16,6.57,7.756666666666667,6.57,7.756666666666667,1.1866666666666665,1.1866666666666665,0.16573556797020483,,,0.1396154195011337,0.025345719576719578,0.11426969992441413,7.603715873015873,7.717985572940287,0.014805637927732134,0.985194362072268,4.5084417342553005,0.056688107345499845,5.668810734549985,7.0
sick_contact_multiplier,11_to_14,final_week_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,1.2666666666666666,0.9566666666666667,1.3766666666666667,0.9566666666666667,1.3766666666666667,0.42000000000000004,0.42000000000000004,0.3315789473684211,,,0.021414965986394557,0.004177396825396825,0.01723756916099773,1.2532190476190477,1.2704566167800455,0.0135680108500565,0.9864319891499435,4.126390161499746,0.06655132152966463,6.655132152966463,5.0
sick_contact_multiplier,11_to_14,outbreak_indicator,0.6624609982687012,0.5299687986149609,0.7949531979224415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_contact_multiplier,11_to_14,peak_weekly_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,2.6933333333333334,2.4966666666666666,2.85,2.4966666666666666,2.85,0.3533333333333335,0.3533333333333335,0.13118811881188125,,,0.011071201814058967,0.003399767195767196,0.0076714346182917715,1.0199301587301588,1.0276015933484506,0.007465378282739249,0.9925346217172607,2.256458803368336,0.054254570923567065,5.425457092356707,7.0
sick_contact_multiplier,15_to_24,cumulative_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,10.686666666666667,10.063333333333333,11.496666666666666,10.063333333333333,11.496666666666666,1.4333333333333336,1.4333333333333336,0.13412351840299438,,,0.3110331065759638,0.03743448148148148,0.2735986250944823,11.230344444444444,11.503943069538927,0.023783030169797947,0.976216969830202,7.308732865174831,0.055940618974128775,5.594061897412877,7.0
sick_contact_multiplier,15_to_24,final_week_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,1.9466666666666668,1.66,2.0,1.66,1.9566666666666668,0.29666666666666686,0.3400000000000001,0.17465753424657537,,,0.01437687074829933,0.00649831746031746,0.007878553287981871,1.9494952380952382,1.95737379138322,0.004025063236600467,0.9959749367633995,1.2123989534357071,0.026953559425868426,2.6953559425868425,7.0
sick_contact_multiplier,15_to_24,outbreak_indicator,0.6624609982687012,0.5299687986149609,0.7949531979224415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_contact_multiplier,15_to_24,peak_weekly_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,3.5366666666666666,3.36,3.7533333333333334,3.46,3.7533333333333334,0.29333333333333345,0.39333333333333353,0.11121583411875595,,,0.017160997732426318,0.00421420634920635,0.012946791383219969,1.264261904761905,1.277208696145125,0.010136786119837746,0.9898632138801623,3.0721778456952404,0.0452049209658915,4.52049209658915,7.0
sick_contact_multiplier,1_to_4,cumulative_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,15.04,13.723333333333333,15.893333333333333,13.723333333333333,15.893333333333333,2.17,2.17,0.14428191489361702,,,0.6016852607709752,0.05023968783068782,0.5514455729402874,15.071906349206348,15.623351922146636,0.03529623960903002,0.9647037603909699,10.976293777913343,0.054374221918498986,5.437422191849898,7.0
sick_contact_multiplier,1_to_4,final_week_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,2.19,1.8033333333333332,2.3133333333333335,1.8466666666666667,2.296666666666667,0.4500000000000002,0.5100000000000002,0.23287671232876722,,,0.03810702947845807,0.0069405925925925946,0.031166436885865477,2.0821777777777783,2.113344214663644,0.014747449407254214,0.9852525505927457,4.490457618723813,0.04330946349817226,4.330946349817226,7.0
sick_contact_multiplier,1_to_4,outbreak_indicator,0.6624609982687012,0.5299687986149609,0.7949531979224415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_contact_multiplier,1_to_4,peak_weekly_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,4.823333333333333,4.5,4.8966666666666665,4.5,4.8966666666666665,0.3966666666666665,0.3966666666666665,0.08223911541119554,,,0.017433106575963704,0.006806544973544974,0.010626561602418729,2.041963492063492,2.0525900536659107,0.005177147567016496,0.9948228524329835,1.5612269725273291,0.03307038841659981,3.3070388416599807,7.0
sick_contact_multiplier,25_to_34,cumulative_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,16.313333333333333,14.786666666666667,17.163333333333334,14.786666666666667,17.163333333333334,2.376666666666667,2.376666666666667,0.1456885982836126,,,0.6988349206349207,0.06881770899470901,0.6300172116402116,20.645312698412702,21.275329910052914,0.029612570724109853,0.9703874292758902,9.154870466388962,0.05880481392599515,5.880481392599515,7.0
sick_contact_multiplier,25_to_34,final_week_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,2.9,2.566666666666667,3.2133333333333334,2.566666666666667,3.2133333333333334,0.6466666666666665,0.6466666666666665,0.2229885057471264,,,0.04965079365079366,0.010677100529100527,0.03897369312169313,3.203130158730158,3.2421038518518515,0.012021111877533417,0.9879788881224665,3.650213184325651,0.05155954304560472,5.155954304560472,5.0
sick_contact_multiplier,25_to_34,outbreak_indicator,0.6624609982687012,0.5299687986149609,0.7949531979224415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
sick_contact_multiplier,25_to_34,peak_weekly_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,4.973333333333334,4.496666666666667,5.086666666666667,4.496666666666667,5.086666666666667,0.5899999999999999,0.5899999999999999,0.1186327077747989,,,0.045801360544217636,0.007059920634920635,0.038741439909297,2.1179761904761905,2.1567176303854874,0.01796314889046112,0.982036851109539,5.487517765804533,0.05588451143195891,5.588451143195891,7.0
sick_contact_multiplier,35_and_over,cumulative_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,28.006666666666668,27.033333333333335,29.56,27.033333333333335,29.56,2.5266666666666637,2.5266666666666637,0.09021661509164473,,,0.7536662131519262,0.13670959259259258,0.6169566205593335,41.012877777777774,41.62983439833711,0.014820059447173243,0.9851799405528268,4.512899269606649,0.028684748315302076,2.8684748315302078,8.0
sick_contact_multiplier,35_and_over,final_week_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,5.0,4.91,5.713333333333333,4.933333333333334,5.713333333333333,0.7799999999999994,0.8033333333333328,0.16066666666666657,,,0.08536780045351464,0.018995116402116402,0.06637268405139823,5.698534920634921,5.764907604686319,0.011513225987775344,0.9884867740122247,3.4941972792545304,0.0387526872699407,3.8752687269940704,7.0
sick_contact_multiplier,35_and_over,outbreak_indicator,0.6624609982687012,0.5299687986149609,0.7949531979224415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
sick_contact_multiplier,35_and_over,peak_weekly_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,7.526666666666666,7.403333333333333,7.96,7.403333333333333,7.96,0.5566666666666666,0.5566666666666666,0.07395925597874226,,,0.03682539682539683,0.012870624338624338,0.023954772486772493,3.8611873015873015,3.885142074074074,0.006165739123576713,0.9938342608764232,1.8611973946660052,0.020093075402503394,2.0093075402503393,8.0
sick_contact_multiplier,5_to_10,cumulative_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,40.22,35.85333333333333,44.276666666666664,35.85333333333333,44.276666666666664,8.423333333333332,8.423333333333332,0.2094314603016741,,,8.12423446712018,0.1696513544973545,7.954583112622826,50.89540634920635,58.849989461829175,0.13516711192925984,0.8648328880707401,46.887825541922616,0.059537726366933726,5.9537726366933725,6.0
sick_contact_multiplier,5_to_10,final_week_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,7.003333333333333,5.723333333333334,8.273333333333333,5.723333333333334,8.273333333333333,2.55,2.55,0.3641123274631128,,,0.7704267573696143,0.027118788359788357,0.743307969009826,8.135636507936507,8.878944476946334,0.08371580326240154,0.9162841967375984,27.40933551854405,0.05702125456387138,5.702125456387138,6.0
sick_contact_multiplier,5_to_10,outbreak_indicator,0.6624609982687012,0.5299687986149609,0.7949531979224415,0.0033333333333333335,0.0,0.04666666666666667,0.0,0.04666666666666667,0.04666666666666667,0.04666666666666667,14.0,4.666666666666667,4.666666666666667,0.00023401360544217693,3.532804232804233e-05,0.0001986855631141346,0.010598412698412699,0.010797098261526833,0.01840175557372747,0.9815982444262726,5.624018485632985,0.0604159768174165,6.04159768174165,5.0
sick_contact_multiplier,5_to_10,peak_weekly_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,10.126666666666667,9.193333333333333,11.223333333333333,9.193333333333333,11.223333333333333,2.0299999999999994,2.0299999999999994,0.2004608294930875,,,0.503608616780045,0.014637412698412696,0.4889712040816323,4.391223809523809,4.880195013605441,0.10019501325632173,0.8998049867436784,33.40557611897197,0.06864341183817525,6.864341183817525,6.0
sick_contact_multiplier,all ages combined,cumulative_cases,0.6624609982687012,0.5299687986149609,0.7949531979224415,131.17,120.24,141.18333333333334,120.24,141.18333333333334,20.943333333333342,20.943333333333342,0.15966557393713002,,,49.71853560090703,0.6404234179894178,49.078112182917614,192.12702539682536,241.20513757974297,0.20347042635728388,0.7965295736427161,76.63385005032494,0.055218487802896996,5.5218487802897,7.0
